FIPS,Population,One_race,Two_or_more_races,Asian,Year
06075017601,7208.0,6812.0,396.0,3259.0,2015
06075017700,1763.0,1606.0,157.0,212.0,2015
06075017801,3115.0,3090.0,25.0,2015.0,2015
06075017802,4539.0,4359.0,180.0,1210.0,2015
06075017902,3187.0,2855.0,332.0,545.0,2015
06075018000,3231.0,2969.0,262.0,658.0,2015
06075020100,5548.0,5135.0,413.0,1070.0,2015
06075020200,5925.0,5715.0,210.0,1092.0,2015
06075020300,3030.0,2871.0,159.0,368.0,2015
06075020401,3139.0,2963.0,176.0,343.0,2015
06075020402,4490.0,4335.0,155.0,565.0,2015
06075020500,2738.0,2663.0,75.0,214.0,2015
06075020600,4661.0,4491.0,170.0,446.0,2015
06075020700,5553.0,5174.0,379.0,803.0,2015
06075020800,6302.0,5975.0,327.0,804.0,2015
06075020900,4774.0,4530.0,244.0,461.0,2015
06075021000,4564.0,4315.0,249.0,560.0,2015
06075021100,3984.0,3812.0,172.0,486.0,2015
06075021200,2851.0,2710.0,141.0,319.0,2015
06075021300,2661.0,2451.0,210.0,344.0,2015
06075021400,3697.0,3585.0,112.0,489.0,2015
06075021500,5181.0,5045.0,136.0,550.0,2015
06075021600,4395.0,4253.0,142.0,904.0,2015
06075021700,3975.0,3803.0,172.0,787.0,2015
06075021800,4144.0,3920.0,224.0,336.0,2015
06075022600,1889.0,1803.0,86.0,352.0,2015
06075022702,2342.0,2189.0,153.0,332.0,2015
06075022704,3250.0,3089.0,161.0,615.0,2015
06075022801,5252.0,5054.0,198.0,839.0,2015
06075022802,2355.0,2250.0,105.0,310.0,2015
06075022803,4832.0,4695.0,137.0,541.0,2015
06075022901,5347.0,5136.0,211.0,414.0,2015
06075022902,2547.0,2382.0,165.0,159.0,2015
06075022903,3111.0,2807.0,304.0,322.0,2015
06075023001,5080.0,4963.0,117.0,3672.0,2015
06075023003,4387.0,4197.0,190.0,1857.0,2015
06075023102,4667.0,4422.0,245.0,742.0,2015
06075023103,2922.0,2555.0,367.0,134.0,2015
06075023200,4355.0,4101.0,254.0,449.0,2015
06075023300,3218.0,3187.0,31.0,2217.0,2015
06075023400,2976.0,2693.0,283.0,747.0,2015
06075025100,3422.0,3258.0,164.0,548.0,2015
06075025200,5948.0,5487.0,461.0,732.0,2015
06075025300,4574.0,4303.0,271.0,558.0,2015
06075025401,3309.0,3175.0,134.0,317.0,2015
06075025402,3080.0,2797.0,283.0,721.0,2015
06075025403,5154.0,4910.0,244.0,1195.0,2015
06075025500,9303.0,9056.0,247.0,3667.0,2015
06075025600,5648.0,5463.0,185.0,3247.0,2015
06075025701,5074.0,4995.0,79.0,2886.0,2015
06075025702,4911.0,4909.0,2.0,3145.0,2015
06075025800,2035.0,1944.0,91.0,1137.0,2015
06075025900,4249.0,4057.0,192.0,2061.0,2015
06075026001,5751.0,5357.0,394.0,2135.0,2015
06075026002,3497.0,3421.0,76.0,1199.0,2015
06075026003,4976.0,4852.0,124.0,2165.0,2015
06075026004,5015.0,4704.0,311.0,2442.0,2015
06075026100,6934.0,6494.0,440.0,3974.0,2015
06075026200,7746.0,7564.0,182.0,4914.0,2015
06075026301,4750.0,4610.0,140.0,2700.0,2015
06075026302,4785.0,4693.0,92.0,2727.0,2015
06075026303,5218.0,5093.0,125.0,2974.0,2015
06075026401,3937.0,3751.0,186.0,2765.0,2015
06075026402,4407.0,4214.0,193.0,2510.0,2015
06075026403,3655.0,3472.0,183.0,2609.0,2015
06075026404,2377.0,2333.0,44.0,1219.0,2015
06075030101,4895.0,4686.0,209.0,1004.0,2015
06075030102,5095.0,4978.0,117.0,1026.0,2015
06075030201,4233.0,3925.0,308.0,1230.0,2015
06075030202,4467.0,4082.0,385.0,1003.0,2015
06075030301,6101.0,5789.0,312.0,2634.0,2015
06075030302,4171.0,4016.0,155.0,2009.0,2015
06075030400,5373.0,5115.0,258.0,2175.0,2015
06075030500,2820.0,2566.0,254.0,577.0,2015
06075030600,2243.0,2061.0,182.0,639.0,2015
06075030700,6952.0,6512.0,440.0,1956.0,2015
06075030800,5681.0,5388.0,293.0,1713.0,2015
06075030900,6788.0,6590.0,198.0,2969.0,2015
06075031000,3674.0,3465.0,209.0,1214.0,2015
06075031100,6616.0,6247.0,369.0,1908.0,2015
06075031201,7110.0,6793.0,317.0,4406.0,2015
06075031202,3213.0,3091.0,122.0,1597.0,2015
06075031301,4594.0,4232.0,362.0,2101.0,2015
06075031302,6376.0,6099.0,277.0,3220.0,2015
06075031400,6968.0,6837.0,131.0,3463.0,2015
06075032601,4638.0,4289.0,349.0,2381.0,2015
06075032602,4523.0,4250.0,273.0,2471.0,2015
06075032700,6950.0,6655.0,295.0,4006.0,2015
06075032801,4171.0,4069.0,102.0,2679.0,2015
06075032802,4060.0,3936.0,124.0,2984.0,2015
06075032901,5608.0,5231.0,377.0,3341.0,2015
06075032902,4264.0,4036.0,228.0,2972.0,2015
06075033000,8227.0,8067.0,160.0,4530.0,2015
06075033100,4630.0,4587.0,43.0,2979.0,2015
06075033201,3967.0,3615.0,352.0,786.0,2015
06075033203,3935.0,3708.0,227.0,1352.0,2015
06075033204,3933.0,3732.0,201.0,1349.0,2015
06075035100,8691.0,8214.0,477.0,4895.0,2015
06075035201,5775.0,5487.0,288.0,3171.0,2015
06075035202,4571.0,4335.0,236.0,1925.0,2015
06075035300,7395.0,7057.0,338.0,4864.0,2015
06075035400,7022.0,6624.0,398.0,3758.0,2015
06075040100,4491.0,4365.0,126.0,1509.0,2015
06075040200,5711.0,5353.0,358.0,2133.0,2015
06075042601,4027.0,3922.0,105.0,1532.0,2015
06075042602,3375.0,3181.0,194.0,999.0,2015
06075042700,5049.0,4856.0,193.0,2109.0,2015
06075042800,2491.0,2365.0,126.0,580.0,2015
06075045100,4964.0,4826.0,138.0,1902.0,2015
06075045200,7259.0,6812.0,447.0,2639.0,2015
06075047600,5451.0,5171.0,280.0,2613.0,2015
06075047701,4259.0,4052.0,207.0,2240.0,2015
06075047702,4121.0,3994.0,127.0,2191.0,2015
06075047801,4186.0,3873.0,313.0,1962.0,2015
06075047802,4065.0,3798.0,267.0,2329.0,2015
06075047901,6865.0,6361.0,504.0,2868.0,2015
06075047902,3722.0,3390.0,332.0,1487.0,2015
06075060100,3681.0,3545.0,136.0,310.0,2015
06075060400,1634.0,1517.0,117.0,349.0,2015
06075060502,3417.0,3254.0,163.0,1011.0,2015
06075060700,9979.0,9740.0,239.0,4382.0,2015
06075061000,4587.0,3940.0,647.0,2226.0,2015
06075061100,4527.0,4500.0,27.0,4134.0,2015
06075061200,4296.0,4164.0,132.0,1100.0,2015
06075061400,6140.0,5840.0,300.0,954.0,2015
06075061500,12511.0,12013.0,498.0,4267.0,2015
06075980200,330.0,319.0,11.0,73.0,2015
06075980300,78.0,73.0,5.0,0.0,2015
06075980401,0.0,0.0,0.0,0.0,2015
06075980501,880.0,835.0,45.0,391.0,2015
06075980600,487.0,483.0,4.0,73.0,2015
06075980900,271.0,251.0,20.0,50.0,2015
06075990100,0.0,0.0,0.0,0.0,2015
